Gene ,Gene Name,miRNA ,Target Score,Human
Josd1,Josephin domain containing 1,miR-1291,78,✓
Dag1,dystroglycan 1,miR-1291,78,✓
Slc35c1,"solute carrier family 35, member C1",miR-1291,78,✓
Rab27a,"RAB27A, member RAS oncogene family",miR-1291,78,✓
Slfn5,schlafen 5,miR-1291,78,✓
Kcna7,"potassium voltage-gated channel, shaker-related subfamily, member 7",miR-1291,78,✓
Ccdc160,coiled-coil domain containing 160,miR-1291,78,✓
Slc7a11,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11",miR-3535,77,✓
Fam163a,"family with sequence similarity 163, member A",miR-3535,77,✓
Arnt2,aryl hydrocarbon receptor nuclear translocator 2,miR-3470b,77,✓
Lap3,leucine aminopeptidase 3,miR-3470b,77,✓
Asf1b,anti-silencing function 1B histone chaperone,miR-3470b,77,✓
Nxf1,nuclear RNA export factor 1,miR-3470b,77,✓
Meox2,mesenchyme homeobox 2,miR-3470b,77,✓
Glrx2,glutaredoxin 2 (thioltransferase),miR-3470b,77,✓
Klf12,Kruppel-like factor 12,miR-3470b,77,✓
Mapt,microtubule-associated protein tau,miR-3470b,77,✓
Wipi2,"WD repeat domain, phosphoinositide interacting 2",miR-3470b,77,✓
Tmem106c,transmembrane protein 106C,miR-3470a,77,✓
Pcdha10,protocadherin alpha 10,miR-3470a,77,✓
Sowahb,sosondowah ankyrin repeat domain family member B,miR-3470a,77,✓
Ccar2,cell cycle activator and apoptosis regulator 2,miR-3470a,77,✓
Pcdha11,protocadherin alpha 11,miR-3470a,77,✓
Pou6f1,"POU domain, class 6, transcription factor 1",miR-3470a,77,✓
Ywhab,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide",miR-3470a,77,✓
Pcdha2,protocadherin alpha 2,miR-3470a,77,✓
Pcdha6,protocadherin alpha 6,miR-3470a,77,✓
Pcdha9,protocadherin alpha 9,miR-3470a,77,✓
Ppp4r3a,protein phosphatase 4 regulatory subunit 3A,miR-3470a,77,✓
Adam22,a disintegrin and metallopeptidase domain 22,miR-3470a,77,✓
Dnah17,"dynein, axonemal, heavy chain 17",miR-3470a,77,✓
Pcdhac1,"protocadherin alpha subfamily C, 1",miR-3470a,77,✓
Pcdha7,protocadherin alpha 7,miR-3470a,77,✓
Mtdh,metadherin,miR-3470a,77,✓
Slc38a1,"solute carrier family 38, member 1",miR-3470a,77,✓
Pcdha3,protocadherin alpha 3,miR-3470a,77,✓
Pcdha4,protocadherin alpha 4,miR-3470a,77,✓
Pcdha1,protocadherin alpha 1,miR-3470a,77,✓
Pcdha8,protocadherin alpha 8,miR-3470a,77,✓
Pcdha12,protocadherin alpha 12,miR-3470a,77,✓
Pcdha5,protocadherin alpha 5,miR-3470a,77,✓
Pcdhac2,"protocadherin alpha subfamily C, 2",miR-3470a,77,✓
Mboat1,membrane bound O-acyltransferase domain containing 1,miR-1291,77,✓
Atp11c,"ATPase, class VI, type 11C",miR-1291,77,✓
Map3k12,mitogen-activated protein kinase kinase kinase 12,miR-1291,77,✓
Sult1b1,"sulfotransferase family 1B, member 1",miR-1291,77,✓
Xrcc5,X-ray repair complementing defective repair in Chinese hamster cells 5,miR-1291,77,✓
Slc43a2,"solute carrier family 43, member 2",miR-1291,77,✓
Dcaf17,DDB1 and CUL4 associated factor 17,miR-1291,77,✓
Vapb,"vesicle-associated membrane protein, associated protein B and C",miR-1291,77,✓
Dixdc1,DIX domain containing 1,miR-1291,77,✓
Hibadh,3-hydroxyisobutyrate dehydrogenase,miR-1291,77,✓
Cmc2,COX assembly mitochondrial protein 2,miR-1291,77,✓
Zc3h12c,zinc finger CCCH type containing 12C,miR-3535,76,✓
Lgi1,"leucine-rich repeat LGI family, member 1",miR-3535,76,✓
Tmem87a,transmembrane protein 87A,miR-3535,76,✓
Sec16b,SEC16 homolog B (S. cerevisiae),miR-3535,76,✓
Frmd4a,FERM domain containing 4A,miR-3535,76,✓
Phf5a,PHD finger protein 5A,miR-3535,76,✓
Tbpl1,TATA box binding protein-like 1,miR-3535,76,✓
Cd8b1,"CD8 antigen, beta chain 1",miR-3470b,76,✓
Ncoa7,nuclear receptor coactivator 7,miR-3470b,76,✓
Vps72,vacuolar protein sorting 72,miR-3470b,76,✓
Dnajc10,DnaJ heat shock protein family (Hsp40) member C10,miR-3470b,76,✓
Fbxo45,F-box protein 45,miR-3470b,76,✓
Pbdc1,polysaccharide biosynthesis domain containing 1,miR-3470b,76,✓
Xcr1,chemokine (C motif) receptor 1,miR-3470b,76,✓
Tom1l2,target of myb1-like 2 (chicken),miR-3470b,76,✓
Arhgdib,"Rho, GDP dissociation inhibitor (GDI) beta",miR-3470b,76,✓
Adamts9,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9",miR-3470a,76,✓
Amot,angiomotin,miR-3470a,76,✓
Acvr1c,"activin A receptor, type IC",miR-3470a,76,✓
Zfp329,zinc finger protein 329,miR-3470a,76,
Olfr1033,olfactory receptor 1033,miR-3470a,76,
Avpr1a,arginine vasopressin receptor 1A,miR-3470a,76,✓
Zfp933,zinc finger protein 933,miR-3470a,76,
Slc24a2,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2",miR-3470a,76,✓
Myt1,myelin transcription factor 1,miR-3470a,76,✓
Elovl1,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1",miR-3470a,76,✓
Rarg,"retinoic acid receptor, gamma",miR-3470a,76,✓
Xk,X-linked Kx blood group,miR-3470a,76,✓
Arl8a,ADP-ribosylation factor-like 8A,miR-3470a,76,✓
Ints6l,integrator complex subunit 6 like,miR-3470a,76,✓
Yod1,YOD1 deubiquitinase,miR-3470a,76,✓
Lin28b,lin-28 homolog B (C. elegans),miR-3470a,76,✓
Fgf23,fibroblast growth factor 23,miR-1291,76,✓
Pex11g,peroxisomal biogenesis factor 11 gamma,miR-1291,76,✓
Slc25a34,"solute carrier family 25, member 34",miR-1291,76,✓
Ntn5,netrin 5,miR-1291,76,✓
Tmem125,transmembrane protein 125,miR-3535,75,✓
Foxc1,forkhead box C1,miR-3535,75,✓
Cldn2,claudin 2,miR-3535,75,✓
Adamts5,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)",miR-3470b,75,✓
Eci1,enoyl-Coenzyme A delta isomerase 1,miR-3470b,75,✓
Ncdn,neurochondrin,miR-3470b,75,✓
Tmem178b,transmembrane protein 178B,miR-3470b,75,✓
Ttll5,"tubulin tyrosine ligase-like family, member 5",miR-3470b,75,✓
Cytip,cytohesin 1 interacting protein,miR-3470b,75,✓
Hadha,"hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit",miR-3470b,75,✓
Slc35a1,"solute carrier family 35 (CMP-sialic acid transporter), member 1",miR-3470b,75,✓
Ano5,anoctamin 5,miR-3470b,75,✓
Plekhd1,"pleckstrin homology domain containing, family D (with coiled-coil domains) member 1",miR-3470b,75,✓
Tdp2,tyrosyl-DNA phosphodiesterase 2,miR-3470b,75,✓
Lrpap1,low density lipoprotein receptor-related protein associated protein 1,miR-3470b,75,✓
Syt15,synaptotagmin XV,miR-3470b,75,✓
Dmrt3,doublesex and mab-3 related transcription factor 3,miR-3470a,75,✓
Gm15816,predicted gene 15816,miR-3470a,75,
Mctp1,"multiple C2 domains, transmembrane 1",miR-3470a,75,✓
Phf14,PHD finger protein 14,miR-3470a,75,✓
Rad51b,RAD51 paralog B,miR-3470a,75,✓
2610528J11Rik,RIKEN cDNA 2610528J11 gene,miR-3470a,75,
1700025G04Rik,RIKEN cDNA 1700025G04 gene,miR-3470a,75,
Lhfpl2,lipoma HMGIC fusion partner-like 2,miR-1291,75,✓
Ntrk3,"neurotrophic tyrosine kinase, receptor, type 3",miR-1291,75,✓
Casp2,caspase 2,miR-1291,75,✓
Epha3,Eph receptor A3,miR-1291,75,✓
Spata13,spermatogenesis associated 13,miR-1291,75,✓
Ceacam19,carcinoembryonic antigen-related cell adhesion molecule 19,miR-1291,75,✓
Tmem216,transmembrane protein 216,miR-3535,74,✓
Zgrf1,"zinc finger, GRF-type containing 1",miR-3535,74,✓
Scrg1,scrapie responsive gene 1,miR-3535,74,✓
Yme1l1,YME1-like 1 (S. cerevisiae),miR-3535,74,✓
Zfp275,zinc finger protein 275,miR-3535,74,
Elavl2,ELAV like RNA binding protein 1,miR-3535,74,✓
Lrp6,low density lipoprotein receptor-related protein 6,miR-3470b,74,✓
Cgn,cingulin,miR-3470b,74,✓
Zfp691,zinc finger protein 691,miR-3470b,74,
Car5a,"carbonic anhydrase 5a, mitochondrial",miR-3470b,74,
Cd300ld,CD300 molecule like family member d,miR-3470b,74,✓
Cpped1,calcineurin-like phosphoesterase domain containing 1,miR-3470b,74,✓
Tle2,transducin-like enhancer of split 2,miR-3470b,74,✓
Ints6l,integrator complex subunit 6 like,miR-3470b,74,✓
Dlgap5,DLG associated protein 5,miR-3470b,74,✓
Prrx1,paired related homeobox 1,miR-3470b,74,✓
36951,membrane-associated ring finger (C3HC4) 1,miR-3470b,74,✓
Kcnb1,"potassium voltage gated channel, Shab-related subfamily, member 1",miR-3470b,74,✓
Galnt2,polypeptide N-acetylgalactosaminyltransferase 2,miR-3470a,74,✓
Cd93,CD93 antigen,miR-3470a,74,✓
Nt5c3,"5'-nucleotidase, cytosolic III",miR-3470a,74,✓
Dcaf6,DDB1 and CUL4 associated factor 6,miR-3470a,74,✓
Ids,iduronate 2-sulfatase,miR-3470a,74,✓
Agpat5,"1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)",miR-3470a,74,✓
Slc30a3,"solute carrier family 30 (zinc transporter), member 3",miR-3470a,74,✓
Pcnx3,pecanex homolog 3,miR-1291,74,✓
Tcf7,"transcription factor 7, T cell specific",miR-1291,74,✓
Gad1,glutamate decarboxylase 1,miR-1291,74,✓
Mctp2,"multiple C2 domains, transmembrane 2",miR-1291,74,✓
Bag4,BCL2-associated athanogene 4,miR-1291,74,✓
Cdk17,cyclin-dependent kinase 17,miR-1291,74,✓
Eif2s3x,"eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked",miR-3535,73,
Atf7ip2,activating transcription factor 7 interacting protein 2,miR-3535,73,✓
Rufy2,RUN and FYVE domain-containing 2,miR-3535,73,✓
Tbc1d1,"TBC1 domain family, member 1",miR-3535,73,✓
Ndufb6,NADH:ubiquinone oxidoreductase subunit B6,miR-3470b,73,✓
Poc5,POC5 centriolar protein,miR-3470b,73,✓
Ccdc78,coiled-coil domain containing 78,miR-3470b,73,✓
Taok1,TAO kinase 1,miR-3470b,73,✓
Elf1,E74-like factor 1,miR-3470b,73,✓
Slc10a1,"solute carrier family 10 (sodium/bile acid cotransporter family), member 1",miR-3470b,73,✓
Hipk1,homeodomain interacting protein kinase 1,miR-3470b,73,✓
Tprkb,Tp53rk binding protein,miR-3470b,73,✓
Agtrap,"angiotensin II, type I receptor-associated protein",miR-3470b,73,✓
Sec31b,Sec31 homolog B (S. cerevisiae),miR-3470b,73,✓
Lsm11,U7 snRNP-specific Sm-like protein LSM11,miR-3470a,73,✓
Tmem50a,transmembrane protein 50A,miR-3470a,73,✓
Scaf8,SR-related CTD-associated factor 8,miR-3470a,73,✓
Leprot,leptin receptor overlapping transcript,miR-3470a,73,✓
Mtpap,mitochondrial poly(A) polymerase,miR-3470a,73,✓
Tbl1xr1,transducin (beta)-like 1X-linked receptor 1,miR-3470a,73,✓
Phactr4,phosphatase and actin regulator 4,miR-3470a,73,✓
Rhbdl2,rhomboid like 2,miR-3470a,73,✓
Zmiz2,"zinc finger, MIZ-type containing 2",miR-3470a,73,✓
Uchl5,ubiquitin carboxyl-terminal esterase L5,miR-3470a,73,✓
Ccdc116,coiled-coil domain containing 116,miR-1291,73,✓
Zfp558,zinc finger protein 558,miR-1291,73,
Rhot1,ras homolog family member T1,miR-1291,73,✓
Add2,adducin 2 (beta),miR-1291,73,✓
Vstm4,V-set and transmembrane domain containing 4,miR-1291,73,✓
Cfl2,"cofilin 2, muscle",miR-1291,73,✓
Cyp2j6,"cytochrome P450, family 2, subfamily j, polypeptide 6",miR-3535,72,
Zfp444,zinc finger protein 444,miR-3535,72,
Bnip3,BCL2/adenovirus E1B interacting protein 3,miR-3535,72,✓
Mdm4,transformed mouse 3T3 cell double minute 4,miR-3535,72,✓
Was,Wiskott-Aldrich syndrome,miR-3470b,72,✓
Pxmp4,peroxisomal membrane protein 4,miR-3470b,72,✓
5730455P16Rik,RIKEN cDNA 5730455P16 gene,miR-3470b,72,
Ncoa5,nuclear receptor coactivator 5,miR-3470b,72,✓
Btaf1,B-TFIID TATA-box binding protein associated factor 1,miR-3470b,72,✓
Entpd3,ectonucleoside triphosphate diphosphohydrolase 3,miR-3470b,72,✓
Rora,RAR-related orphan receptor alpha,miR-3470b,72,✓
Pxylp1,2-phosphoxylose phosphatase 1,miR-3470b,72,✓
Rassf4,Ras association (RalGDS/AF-6) domain family member 4,miR-3470b,72,✓
Guf1,"GUF1 homolog, GTPase",miR-3470b,72,✓
Krt26,keratin 26,miR-3470b,72,✓
Tmem234,transmembrane protein 234,miR-3470b,72,✓
Emc8,ER membrane protein complex subunit 8,miR-3470b,72,✓
Chml,choroideremia-like,miR-3470a,72,✓
Prr16,proline rich 16,miR-3470a,72,✓
Mtif2,mitochondrial translational initiation factor 2,miR-3470a,72,✓
Sall4,spalt like transcription factor 4,miR-3470a,72,✓
Socs6,suppressor of cytokine signaling 6,miR-3470a,72,✓
Bcl6,B cell leukemia/lymphoma 6,miR-3470a,72,✓
Cdk19,cyclin-dependent kinase 19,miR-3470a,72,✓
Fam208a,"family with sequence similarity 208, member A",miR-3470a,72,✓
Klhl13,kelch-like 13,miR-3470a,72,✓
B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",miR-3470a,72,✓
Aff1,"AF4/FMR2 family, member 1",miR-3470a,72,✓
Cd84,CD84 antigen,miR-3470a,72,✓
Cd93,CD93 antigen,miR-1291,72,✓
Arid2,"AT rich interactive domain 2 (ARID, RFX-like)",miR-1291,72,✓
Pak3,p21 (RAC1) activated kinase 3,miR-1291,72,✓
Ndufv2,NADH:ubiquinone oxidoreductase core subunit V2,miR-1291,72,✓
Necap1,NECAP endocytosis associated 1,miR-1291,72,✓
Rbm41,RNA binding motif protein 41,miR-3535,71,✓
Setdb2,"SET domain, bifurcated 2",miR-3535,71,✓
Cd247,CD247 antigen,miR-3535,71,✓
Cpeb3,cytoplasmic polyadenylation element binding protein 3,miR-3470b,71,✓
Dnaja2,DnaJ heat shock protein family (Hsp40) member A2,miR-3470b,71,✓
Capza1,"capping protein (actin filament) muscle Z-line, alpha 1",miR-3470b,71,✓
Opa3,optic atrophy 3,miR-3470b,71,✓
Ppip5k1,diphosphoinositol pentakisphosphate kinase 1,miR-3470b,71,✓
Wbp1l,WW domain binding protein 1 like,miR-3470b,71,✓
Prdm2,"PR domain containing 2, with ZNF domain",miR-3470b,71,✓
Spg20,"spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)",miR-3470b,71,✓
Eif2s2,"eukaryotic translation initiation factor 2, subunit 2 (beta)",miR-3470b,71,✓
Chek2,checkpoint kinase 2,miR-3470b,71,✓
Hgh1,HGH1 homolog,miR-3470b,71,✓
Fxn,frataxin,miR-3470b,71,✓
Chd5,chromodomain helicase DNA binding protein 5,miR-3470b,71,✓
Gpalpp1,GPALPP motifs containing 1,miR-3470b,71,✓
Aldh9a1,"aldehyde dehydrogenase 9, subfamily A1",miR-3470b,71,✓
Sgpp2,sphingosine-1-phosphate phosphotase 2,miR-3470b,71,✓
Reep5,receptor accessory protein 5,miR-3470b,71,✓
Robo4,roundabout guidance receptor 4,miR-3470a,71,✓
Tmem132b,transmembrane protein 132B,miR-3470a,71,✓
Ate1,arginyltransferase 1,miR-3470a,71,✓
Zfp959,zinc finger protein 959,miR-3470a,71,
Plxna2,plexin A2,miR-3470a,71,✓
Pdss2,"prenyl (solanesyl) diphosphate synthase, subunit 2",miR-3470a,71,✓
Samd11,sterile alpha motif domain containing 11,miR-3470a,71,✓
Ddx21,DEAD (Asp-Glu-Ala-Asp) box polypeptide 21,miR-3470a,71,✓
Terf1,telomeric repeat binding factor 1,miR-3470a,71,✓
Gprc5c,"G protein-coupled receptor, family C, group 5, member C",miR-3470a,71,✓
Chl1,cell adhesion molecule L1-like,miR-3470a,71,✓
Zfp979,zinc finger protein 979,miR-3470a,71,
Twf1,twinfilin actin binding protein 1,miR-3470a,71,✓
Wdr5b,WD repeat domain 5B,miR-3470a,71,✓
Lrrc31,leucine rich repeat containing 31,miR-3470a,71,✓
Nwd1,NACHT and WD repeat domain containing 1,miR-3470a,71,✓
Prox2,prospero homeobox 2,miR-3470a,71,✓
3110040N11Rik,RIKEN cDNA 3110040N11 gene,miR-6236,71,
Ube2h,ubiquitin-conjugating enzyme E2H,miR-1291,71,✓
Ifi44l,interferon-induced protein 44 like,miR-1291,71,✓
Egflam,"EGF-like, fibronectin type III and laminin G domains",miR-1291,71,✓
Adgrd1,adhesion G protein-coupled receptor D1,miR-1291,71,✓
Gp6,glycoprotein 6 (platelet),miR-1291,71,✓
Pde2a,"phosphodiesterase 2A, cGMP-stimulated",miR-3535,70,✓
Khdc1a,KH domain containing 1A,miR-3535,70,
Garem1,GRB2 associated regulator of MAPK1 subtype 1,miR-3535,70,✓
Mc1r,melanocortin 1 receptor,miR-3470b,70,✓
Adgrg2,adhesion G protein-coupled receptor G2,miR-3470b,70,✓
D330045A20Rik,RIKEN cDNA D330045A20 gene,miR-3470b,70,
Arntl2,aryl hydrocarbon receptor nuclear translocator-like 2,miR-3470b,70,✓
Abcd4,"ATP-binding cassette, sub-family D (ALD), member 4",miR-3470b,70,✓
Taf4,TATA-box binding protein associated factor 4,miR-3470b,70,✓
Flrt1,fibronectin leucine rich transmembrane protein 1,miR-3470b,70,✓
Sar1a,secretion associated Ras related GTPase 1A,miR-3470b,70,✓
Zfp553,zinc finger protein 553,miR-3470b,70,
Guk1,guanylate kinase 1,miR-3470b,70,✓
Terf1,telomeric repeat binding factor 1,miR-3470b,70,✓
Zc4h2,"zinc finger, C4H2 domain containing",miR-3470b,70,✓
Hnrnpk,heterogeneous nuclear ribonucleoprotein K,miR-3470b,70,✓
Hectd4,HECT domain E3 ubiquitin protein ligase 4,miR-3470b,70,✓
Lamp1,lysosomal-associated membrane protein 1,miR-3470a,70,✓
Dcdc2c,doublecortin domain containing 2C,miR-3470a,70,✓
Adamts15,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15",miR-3470a,70,✓
Ormdl3,ORM1-like 3 (S. cerevisiae),miR-3470a,70,✓
Fam168a,"family with sequence similarity 168, member A",miR-3470a,70,✓
Frmd3,FERM domain containing 3,miR-3470a,70,✓
Soga1,"suppressor of glucose, autophagy associated 1",miR-3470a,70,✓
Tmem123,transmembrane protein 123,miR-3470a,70,✓
Tra2b,transformer 2 beta,miR-3470a,70,✓
Kif6,kinesin family member 6,miR-3470a,70,✓
Gal3st2,galactose-3-O-sulfotransferase 2,miR-3470a,70,✓
Notum,notum palmitoleoyl-protein carboxylesterase,miR-3470a,70,✓
Erich1,glutamate rich 1,miR-3470a,70,✓
Synj1,synaptojanin 1,miR-1291,70,✓
Clasp1,CLIP associating protein 1,miR-1291,70,✓
Camk2n1,calcium/calmodulin-dependent protein kinase II inhibitor 1,miR-1291,70,✓
Mms19,MMS19 cytosolic iron-sulfur assembly component,miR-1291,70,✓
S1pr3,sphingosine-1-phosphate receptor 3,miR-1291,70,✓
Sftpb,surfactant associated protein B,miR-1291,70,✓
Nufip2,nuclear fragile X mental retardation protein interacting protein 2,miR-1291,70,✓
Htr5a,5-hydroxytryptamine (serotonin) receptor 5A,miR-1291,70,✓
Scnn1g,"sodium channel, nonvoltage-gated 1 gamma",miR-1291,70,✓
Nfatc2,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2",miR-1291,70,✓
F2r,coagulation factor II (thrombin) receptor,miR-3535,69,✓
Otop1,otopetrin 1,miR-3535,69,✓
Sgcd,"sarcoglycan, delta (dystrophin-associated glycoprotein)",miR-3535,69,✓
Ybx1,Y box protein 1,miR-3470b,69,✓
Nova1,neuro-oncological ventral antigen 1,miR-3470b,69,✓
Sim1,single-minded family bHLH transcription factor 1,miR-3470b,69,✓
Map4,microtubule-associated protein 4,miR-3470b,69,✓
Trpc1,"transient receptor potential cation channel, subfamily C, member 1",miR-3470b,69,✓
Rapgef6,Rap guanine nucleotide exchange factor (GEF) 6,miR-3470b,69,✓
Ralgds,ral guanine nucleotide dissociation stimulator,miR-3470b,69,✓
Mfsd4a,major facilitator superfamily domain containing 4A,miR-3470b,69,✓
Tnks,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase",miR-3470b,69,✓
Rpl23,ribosomal protein L23,miR-3470b,69,✓
Rragd,Ras-related GTP binding D,miR-3470b,69,✓
E2f6,E2F transcription factor 6,miR-3470b,69,✓
Map3k3,mitogen-activated protein kinase kinase kinase 3,miR-3470b,69,✓
Oip5,Opa interacting protein 5,miR-3470b,69,✓
Usp3,ubiquitin specific peptidase 3,miR-3470b,69,✓
Myo1b,myosin IB,miR-3470a,69,✓
Gria2,"glutamate receptor, ionotropic, AMPA2 (alpha 2)",miR-3470a,69,✓
Setd3,SET domain containing 3,miR-3470a,69,✓
Gata2,GATA binding protein 2,miR-3470a,69,✓
Cgas,cyclic GMP-AMP synthase,miR-3470a,69,✓
Nfat5,nuclear factor of activated T cells 5,miR-3470a,69,✓
Chp2,calcineurin-like EF hand protein 2,miR-3470a,69,✓
Vgll3,vestigial like family member 3,miR-3470a,69,✓
Ube2q2,ubiquitin-conjugating enzyme E2Q family member 2,miR-3470a,69,✓
Galnt4,polypeptide N-acetylgalactosaminyltransferase 4,miR-3470a,69,✓
Nkx2-5,NK2 homeobox 5,miR-3470a,69,✓
Enpp1,ectonucleotide pyrophosphatase/phosphodiesterase 1,miR-3470a,69,✓
Sdhaf2,succinate dehydrogenase complex assembly factor 2,miR-3470a,69,✓
Npm1,nucleophosmin 1,miR-3470a,69,✓
Agtrap,"angiotensin II, type I receptor-associated protein",miR-3470a,69,✓
Egr1,early growth response 1,miR-1291,69,✓
Flrt1,fibronectin leucine rich transmembrane protein 1,miR-1291,69,✓
Zfp354a,zinc finger protein 354A,miR-1291,69,
